Player,FPTS,ROST,Year,Week
A.J. Brown (PHI),2.5,98.7%,2019,2
Tajae Sharpe (FA),2.4,0.0%,2019,2
Chester Rogers (FA),2.4,0.0%,2019,2
James Washington (FA),2.3,0.0%,2019,2
Marquez Valdes-Scantling (NO),1.9,25.7%,2019,2
Josh Gordon (FA),1.9,0.1%,2019,2
Steven Sims Jr. (BAL),1.9,0.0%,2019,2
Russell Shepard (FA),1.9,0.0%,2019,2
Jakeem Grant Sr. (FA),1.8,0.0%,2019,2
Diontae Johnson (FA),1.7,51.5%,2019,2
Mohamed Sanu Sr. (FA),1.6,0.0%,2019,2
DaeSean Hamilton (FA),1.5,0.0%,2019,2
Jarius Wright (FA),1.5,0.0%,2019,2
Zay Jones (ARI),1.4,1.8%,2019,2
Alex Erickson (FA),1.4,0.0%,2019,2
Allen Hurns (FA),1.3,0.0%,2019,2
Michael Crabtree (FA),1.3,0.0%,2019,2
Jake Kumerow (FA),1.2,0.0%,2019,2
Chris Hogan (FA),1.2,0.0%,2019,2
Darius Jennings (FA),1.1,0.0%,2019,2
Miles Boykin (FA),1.1,0.0%,2019,2
Richie James Jr. (FA),0.7,0.0%,2019,2
Keke Coutee (FA),0.7,0.0%,2019,2
Damion Willis (FA),0.6,0.0%,2019,2
De'Anthony Thomas (FA),0.6,0.0%,2019,2
Dante Pettis (NO),0.6,0.1%,2019,2
Auden Tate (FA),0.6,0.0%,2019,2
Willie Snead IV (FA),0.5,0.0%,2019,2
Josh Bellamy (FA),0.5,0.0%,2019,2
Kendrick Bourne (NE),0.4,2.0%,2019,2
J.J. Arcega-Whiteside (FA),0.4,0.0%,2019,2
Dede Westbrook (FA),0.3,0.0%,2019,2
Anthony Miller (BAL),0.2,0.0%,2019,2
Gunner Olszewski (NYG),0.0,0.0%,2019,2
John Ursua (FA),0.0,0.0%,2019,2
Bisi Johnson (FA),0.0,0.0%,2019,2
Jaron Brown (FA),0.0,0.0%,2019,2
Travis Benjamin (FA),0.0,0.0%,2019,2
Alshon Jeffery (FA),0.0,0.0%,2019,2
Donte Moncrief (FA),0.0,0.0%,2019,2
Matthew Slater (FA),0.0,0.0%,2019,2
Danny Amendola (FA),0.0,0.0%,2019,2
DeSean Jackson (FA),0.0,0.6%,2019,2
Dwayne Harris (FA),0.0,0.0%,2019,2
Ted Ginn Jr. (FA),0.0,0.0%,2019,2
Zach Pascal (ARI),0.0,0.0%,2019,2
Bobo Wilson (FA),0.0,0.1%,2019,2
River Cracraft (MIA),0.0,0.1%,2019,2
Cedrick Wilson Jr. (NO),0.0,0.7%,2019,2
Deon Cain (FA),0.0,0.0%,2019,2
Robert Davis (FA),0.0,0.0%,2019,2
Josh Reynolds (JAC),0.0,4.4%,2019,2
JoJo Natson (FA),0.0,0.0%,2019,2
Keelan Cole Sr. (FA),0.0,0.0%,2019,2
Justin Hardee Sr. (TEN),0.0,0.0%,2019,2
Andre Patton (FA),0.0,0.0%,2019,2
Ryan Switzer (FA),0.0,0.0%,2019,2
Jamal Agnew (FA),0.0,0.0%,2019,2
Braxton Berrios (MIA),0.0,0.2%,2019,2
KhaDarel Hodge (ATL),0.0,0.1%,2019,2
Kelvin Harmon (DAL),0.0,0.0%,2019,2
Keelan Doss (FA),0.0,0.0%,2019,2
Chris Lacy (FA),0.0,0.0%,2019,2
Justin Watson (KC),0.0,0.7%,2019,2
Russell Gage (SF),0.0,0.0%,2019,2
Robert Foster (FA),0.0,0.0%,2019,2
Allen Lazard (NYJ),0.0,9.6%,2019,2
Javon Wims (FA),0.0,0.0%,2019,2
Ray-Ray McCloud III (ATL),0.0,19.3%,2019,2
Byron Pringle (FA),0.0,0.0%,2019,2
Trent Sherfield Sr. (MIN),0.0,0.1%,2019,2
Taywan Taylor (FA),0.0,0.0%,2019,2
DeAndre Carter (CHI),0.0,0.1%,2019,2
Geremy Davis (FA),0.0,0.0%,2019,2
Adam Humphries (FA),0.0,0.0%,2019,2
Diontae Spencer (FA),0.0,0.0%,2019,2
Seth Roberts (FA),0.0,0.0%,2019,2
Ty Montgomery II (FA),0.0,0.0%,2019,2
DeVante Parker (FA),0.0,0.0%,2019,2
Breshad Perriman (FA),0.0,0.0%,2019,2
Justin Hardy (FA),0.0,0.0%,2019,2
Mike Thomas (FA),0.0,0.0%,2019,2
Chris Moore (WAS),0.0,0.0%,2019,2
Johnny Holton (FA),0.0,0.0%,2019,2
Trevor Davis (FA),0.0,0.0%,2019,2
Demaryius Thomas (FA),-0.1,0.1%,2019,2
Ryan Grant (FA),-0.2,0.0%,2019,2
Deonte Harty (BAL),-0.7,0.1%,2019,2
Mike Evans (TB),37.0,98.6%,2019,3
Keenan Allen (CHI),30.6,84.6%,2019,3
Taylor Gabriel (FA),26.2,0.1%,2019,3
Cooper Kupp (LAR),22.1,96.0%,2019,3
Tyler Lockett (SEA),21.4,46.2%,2019,3
Amari Cooper (BUF),20.8,79.7%,2019,3
Sterling Shepard (TB),20.1,6.4%,2019,3
Julio Jones (FA),18.8,0.3%,2019,3
Adam Thielen (CAR),17.6,70.1%,2019,3
Mecole Hardman Jr. (KC),16.4,0.2%,2019,3
Marvin Jones Jr. (FA),16.1,0.0%,2019,3
Marquez Valdes-Scantling (NO),15.1,25.7%,2019,3
Nelson Agholor (BAL),15.0,0.4%,2019,3
Paul Richardson Jr. (FA),14.3,0.0%,2019,3
JuJu Smith-Schuster (KC),14.1,3.8%,2019,3
DJ Chark Jr. (LAC),13.6,2.4%,2019,3
Terry McLaurin (WAS),13.0,94.2%,2019,3
T.Y. Hilton (FA),12.5,1.6%,2019,3
Phillip Dorsett II (ATL),12.5,0.0%,2019,3
DJ Moore (CHI),12.4,94.8%,2019,3
Julian Edelman (FA),12.2,12.1%,2019,3
Brandin Cooks (DAL),12.0,25.4%,2019,3
Diontae Johnson (FA),11.8,51.5%,2019,3
Michael Thomas (FA),11.4,0.7%,2019,3
Curtis Samuel (BUF),11.3,10.4%,2019,3
Zach Pascal (ARI),11.3,0.0%,2019,3
Demarcus Robinson (LAR),10.3,26.0%,2019,3
J.J. Nelson (FA),9.6,0.0%,2019,3
Larry Fitzgerald (FA),9.6,0.2%,2019,3
Adam Humphries (FA),9.3,0.0%,2019,3
Tyrell Williams (FA),8.9,0.0%,2019,3
Kenny Stills (FA),8.9,0.0%,2019,3
Courtland Sutton (DEN),8.7,90.3%,2019,3
Josh Gordon (FA),8.4,0.1%,2019,3
Darius Slayton (NYG),8.2,7.5%,2019,3
Dante Pettis (NO),8.0,0.1%,2019,3
Mohamed Sanu Sr. (FA),7.7,0.0%,2019,3
Tajae Sharpe (FA),7.0,0.0%,2019,3
Auden Tate (FA),6.8,0.0%,2019,3
Preston Williams (FA),6.8,0.0%,2019,3
Tyler Boyd (TEN),6.8,3.1%,2019,3
Cole Beasley (FA),6.8,0.0%,2019,3
DK Metcalf (SEA),6.7,96.7%,2019,3
DeAndre Hopkins (KC),6.7,81.1%,2019,3
Sammy Watkins (FA),6.4,0.0%,2019,3
Mack Hollins (BUF),6.2,0.8%,2019,3
Jarvis Landry (FA),6.2,7.1%,2019,3
Jamal Agnew (FA),6.0,0.0%,2019,3
Allen Robinson II (DET),6.0,0.1%,2019,3
Christian Kirk (JAC),5.9,44.7%,2019,3
Robert Woods (HOU),5.8,0.7%,2019,3
Odell Beckham Jr. (FA),5.6,2.6%,2019,3
Davante Adams (NYJ),5.6,98.9%,2019,3
DeVante Parker (FA),5.6,0.0%,2019,3
John Brown (FA),5.5,0.0%,2019,3
William Fuller V (FA),5.1,0.0%,2019,3
Dede Westbrook (FA),5.0,0.0%,2019,3
Marquise Brown (KC),4.9,33.2%,2019,3
Willie Snead IV (FA),4.7,0.0%,2019,3
Mike Williams (PIT),4.5,13.6%,2019,3
Corey Davis (FA),4.4,0.0%,2019,3
Deebo Samuel Sr. (SF),4.4,94.2%,2019,3
Marquise Goodwin (FA),4.1,0.0%,2019,3
Deonte Harty (BAL),4.0,0.1%,2019,3
Chris Godwin (TB),4.0,36.7%,2019,3
Devin Smith (FA),3.9,0.0%,2019,3
Jarius Wright (FA),3.8,0.0%,2019,3
Jakobi Meyers (LV),3.8,71.1%,2019,3
Danny Amendola (FA),3.7,0.0%,2019,3
Seth Roberts (FA),3.7,0.0%,2019,3
Zay Jones (ARI),3.3,1.8%,2019,3
Jakeem Grant Sr. (FA),3.1,0.0%,2019,3
Chris Conley (SF),3.0,0.1%,2019,3
Trey Quinn (FA),3.0,0.0%,2019,3
Jaron Brown (FA),3.0,0.0%,2019,3
Braxton Berrios (MIA),2.9,0.2%,2019,3
David Moore (CAR),2.9,1.4%,2019,3
Hunter Renfrow (FA),2.8,0.0%,2019,3
Damion Ratley (FA),2.6,0.0%,2019,3
Jamison Crowder (WAS),2.5,0.1%,2019,3
Steven Sims Jr. (BAL),2.4,0.0%,2019,3
Parris Campbell (PHI),2.4,0.0%,2019,3
Dontrelle Inman (FA),2.3,0.0%,2019,3
Randall Cobb (FA),2.3,0.0%,2019,3
Kendrick Bourne (NE),2.2,2.0%,2019,3
Malik Turner (FA),1.9,0.0%,2019,3
Breshad Perriman (FA),1.9,0.0%,2019,3
Isaiah McKenzie (FA),1.9,0.0%,2019,3
Kenny Golladay (FA),1.7,4.0%,2019,3
Stefon Diggs (HOU),1.5,37.5%,2019,3
Anthony Miller (BAL),1.5,0.0%,2019,3
Ted Ginn Jr. (FA),1.5,0.0%,2019,3
James Washington (FA),1.4,0.0%,2019,3
KeeSean Johnson (FA),1.3,0.0%,2019,3
Alex Erickson (FA),1.3,0.0%,2019,3
Robbie Chosen (FA),1.1,0.0%,2019,3
Emmanuel Sanders (FA),1.0,0.0%,2019,3
J.J. Arcega-Whiteside (FA),1.0,0.0%,2019,3
Deon Cain (FA),1.0,0.0%,2019,3
Damiere Byrd (FA),0.9,0.0%,2019,3
Johnny Holton (FA),0.9,0.0%,2019,3
Michael Crabtree (FA),0.9,0.0%,2019,3
Javon Wims (FA),0.8,0.0%,2019,3
Byron Pringle (FA),0.7,0.0%,2019,3
Allen Hurns (FA),0.6,0.0%,2019,3
Russell Shepard (FA),0.6,0.0%,2019,3
Justin Hardy (FA),0.6,0.0%,2019,3
Chris Hogan (FA),0.6,0.0%,2019,3
Calvin Ridley (TEN),0.6,85.9%,2019,3
Bennie Fowler III (FA),0.5,0.0%,2019,3
Travis Benjamin (FA),0.5,0.0%,2019,3
A.J. Brown (PHI),0.4,98.7%,2019,3
John Ross (FA),0.2,0.0%,2019,3
Richie James Jr. (FA),0.2,0.0%,2019,3
Miles Boykin (FA),0.0,0.0%,2019,3
Scotty Miller (FA),0.0,0.1%,2019,3
Juwann Winfree (IND),0.0,0.0%,2019,3
Bisi Johnson (FA),0.0,0.0%,2019,3
Darrius Shepherd (FA),0.0,0.0%,2019,3
Damion Willis (FA),0.0,0.0%,2019,3
Lil'Jordan Humphrey (DEN),0.0,1.0%,2019,3
Josh Bellamy (FA),0.0,0.0%,2019,3
De'Anthony Thomas (FA),0.0,0.0%,2019,3
Marqise Lee (FA),0.0,0.0%,2019,3
T.J. Jones (FA),0.0,0.0%,2019,3
Matthew Slater (FA),0.0,0.0%,2019,3
Andre Roberts (FA),0.0,0.0%,2019,3
Greg Ward (FA),0.0,0.0%,2019,3
Bobo Wilson (FA),0.0,0.1%,2019,3
Cedrick Wilson Jr. (NO),0.0,0.7%,2019,3
Allen Lazard (NYJ),0.0,9.6%,2019,3
Robert Davis (FA),0.0,0.0%,2019,3
Austin Carr (FA),0.0,0.0%,2019,3
Josh Reynolds (JAC),0.0,4.4%,2019,3
JoJo Natson (FA),0.0,0.0%,2019,3
Keelan Cole Sr. (FA),0.0,0.0%,2019,3
Justin Hardee Sr. (TEN),0.0,0.0%,2019,3
Ryan Switzer (FA),0.0,0.0%,2019,3
KhaDarel Hodge (ATL),0.0,0.1%,2019,3
Kelvin Harmon (DAL),0.0,0.0%,2019,3
Chad Beebe (FA),0.0,0.0%,2019,3
Keelan Doss (FA),0.0,0.0%,2019,3
Andy Isabella (FA),0.0,0.0%,2019,3
Russell Gage (SF),0.0,0.0%,2019,3
Keke Coutee (FA),0.0,0.0%,2019,3
Robert Foster (FA),0.0,0.0%,2019,3
DaeSean Hamilton (FA),0.0,0.0%,2019,3
Justin Watson (KC),0.0,0.7%,2019,3
Ray-Ray McCloud III (ATL),0.0,19.3%,2019,3
Trent Sherfield Sr. (MIN),0.0,0.1%,2019,3
Taywan Taylor (FA),0.0,0.0%,2019,3
DeAndre Carter (CHI),0.0,0.1%,2019,3
Geremy Davis (FA),0.0,0.0%,2019,3
Darius Jennings (FA),0.0,0.0%,2019,3
Diontae Spencer (FA),0.0,0.0%,2019,3
Ty Montgomery II (FA),0.0,0.0%,2019,3
Chester Rogers (FA),0.0,0.0%,2019,3
Mike Thomas (FA),0.0,0.0%,2019,3
Marvin Hall (FA),0.0,0.0%,2019,3
Chris Moore (WAS),0.0,0.0%,2019,3
Cody Core (FA),0.0,0.0%,2019,3
Geronimo Allison (FA),-0.1,0.0%,2019,3
Gunner Olszewski (NYG),-2.0,0.0%,2019,3
Chris Godwin (TB),29.2,36.7%,2019,4
A.J. Brown (PHI),21.4,98.7%,2019,4
Kenny Golladay (FA),18.7,4.0%,2019,4
Courtland Sutton (DEN),18.2,90.3%,2019,4
Davante Adams (NYJ),18.0,98.9%,2019,4
Cooper Kupp (LAR),17.9,96.0%,2019,4
Jarvis Landry (FA),16.7,7.1%,2019,4
Robert Woods (HOU),16.4,0.7%,2019,4
Corey Davis (FA),15.1,0.0%,2019,4
Mike Evans (TB),14.9,98.6%,2019,4
Trevor Davis (FA),13.4,0.0%,2019,4
DeVante Parker (FA),13.0,0.0%,2019,4
Willie Snead IV (FA),12.1,0.0%,2019,4
Geronimo Allison (FA),11.9,0.0%,2019,4
Diontae Johnson (FA),11.7,51.5%,2019,4
Chester Rogers (FA),10.8,0.0%,2019,4
Emmanuel Sanders (FA),10.4,0.0%,2019,4
Sterling Shepard (TB),9.9,6.4%,2019,4
Alshon Jeffery (FA),9.8,0.0%,2019,4
Tyrell Williams (FA),9.6,0.0%,2019,4
Michael Thomas (FA),9.5,0.7%,2019,4
Miles Boykin (FA),9.2,0.0%,2019,4
Mohamed Sanu Sr. (FA),9.1,0.0%,2019,4
Stefon Diggs (HOU),8.8,37.5%,2019,4
Marvin Jones Jr. (FA),7.7,0.0%,2019,4
Allen Robinson II (DET),7.7,0.1%,2019,4
Dontrelle Inman (FA),7.6,0.0%,2019,4
Cole Beasley (FA),7.5,0.0%,2019,4
Zach Pascal (ARI),7.2,0.0%,2019,4
Brandin Cooks (DAL),7.1,25.4%,2019,4
John Brown (FA),6.9,0.0%,2019,4
Dede Westbrook (FA),6.6,0.0%,2019,4
Jarius Wright (FA),5.9,0.0%,2019,4
DaeSean Hamilton (FA),5.7,0.0%,2019,4
Javon Wims (FA),5.6,0.0%,2019,4
Julio Jones (FA),5.3,0.3%,2019,4
Tyler Lockett (SEA),5.1,46.2%,2019,4
Jaron Brown (FA),5.0,0.0%,2019,4
Auden Tate (FA),5.0,0.0%,2019,4
Amari Cooper (BUF),4.8,79.7%,2019,4
Keenan Allen (CHI),4.8,84.6%,2019,4
Larry Fitzgerald (FA),4.7,0.2%,2019,4
Marvin Hall (FA),4.7,0.0%,2019,4
Marquez Valdes-Scantling (NO),4.7,25.7%,2019,4
Preston Williams (FA),4.6,0.0%,2019,4
Josh Gordon (FA),4.6,0.1%,2019,4
DJ Chark Jr. (LAC),4.4,2.4%,2019,4
DJ Moore (CHI),4.4,94.8%,2019,4
Christian Kirk (JAC),4.3,44.7%,2019,4
Randall Cobb (FA),4.1,0.0%,2019,4
Seth Roberts (FA),3.6,0.0%,2019,4
John Ross (FA),3.6,0.0%,2019,4
Demarcus Robinson (LAR),3.5,26.0%,2019,4
Bisi Johnson (FA),3.5,0.0%,2019,4
Sammy Watkins (FA),3.4,0.0%,2019,4
Curtis Samuel (BUF),3.3,10.4%,2019,4
Tyler Boyd (TEN),3.3,3.1%,2019,4
Calvin Ridley (TEN),3.2,85.9%,2019,4
DeAndre Hopkins (KC),3.1,81.1%,2019,4
Julian Edelman (FA),3.0,12.1%,2019,4
Geremy Davis (FA),2.5,0.0%,2019,4
Kenny Stills (FA),2.4,0.0%,2019,4
William Fuller V (FA),2.3,0.0%,2019,4
Josh Reynolds (JAC),2.2,4.4%,2019,4
Andre Patton (FA),2.2,0.0%,2019,4
Marquise Brown (KC),2.2,33.2%,2019,4
Keke Coutee (FA),2.1,0.0%,2019,4
Odell Beckham Jr. (FA),2.0,2.6%,2019,4
Ted Ginn Jr. (FA),1.9,0.0%,2019,4
Phillip Dorsett II (ATL),1.9,0.0%,2019,4
KeeSean Johnson (FA),1.9,0.0%,2019,4
Keelan Cole Sr. (FA),1.9,0.0%,2019,4
Hunter Renfrow (FA),1.8,0.0%,2019,4
Chris Conley (SF),1.7,0.1%,2019,4
Adam Humphries (FA),1.5,0.0%,2019,4
Trent Sherfield Sr. (MIN),1.5,0.1%,2019,4
JuJu Smith-Schuster (KC),1.5,3.8%,2019,4
Paul Richardson Jr. (FA),1.4,0.0%,2019,4
Bobo Wilson (FA),1.4,0.1%,2019,4
Kelvin Harmon (DAL),1.4,0.0%,2019,4
Keelan Doss (FA),1.4,0.0%,2019,4
Mack Hollins (BUF),1.3,0.8%,2019,4
Justin Watson (KC),1.3,0.7%,2019,4
Byron Pringle (FA),1.3,0.0%,2019,4
Darius Slayton (NYG),1.3,7.5%,2019,4
Anthony Miller (BAL),1.1,0.0%,2019,4
Robert Davis (FA),1.1,0.0%,2019,4
Trey Quinn (FA),1.0,0.0%,2019,4
Deonte Harty (BAL),1.0,0.1%,2019,4
Damion Ratley (FA),1.0,0.0%,2019,4
David Moore (CAR),0.9,1.4%,2019,4
Isaiah Ford (FA),0.9,0.0%,2019,4
Diontae Spencer (FA),0.8,0.0%,2019,4
Tavon Austin (FA),0.8,0.1%,2019,4
Damion Willis (FA),0.8,0.0%,2019,4
DK Metcalf (SEA),0.6,96.7%,2019,4
Andre Roberts (FA),0.6,0.0%,2019,4
Darius Jennings (FA),0.6,0.0%,2019,4
Adam Thielen (CAR),0.6,70.1%,2019,4
Chris Hogan (FA),0.6,0.0%,2019,4
Andy Isabella (FA),0.5,0.0%,2019,4
Marqise Lee (FA),0.5,0.0%,2019,4
Parris Campbell (PHI),0.5,0.0%,2019,4
Zay Jones (ARI),0.4,1.8%,2019,4
Jakeem Grant Sr. (FA),0.4,0.0%,2019,4
Bennie Fowler III (FA),0.3,0.0%,2019,4
Ashton Dulin (IND),0.0,0.0%,2019,4
Scotty Miller (FA),0.0,0.1%,2019,4
Lil'Jordan Humphrey (DEN),0.0,1.0%,2019,4
Jakobi Meyers (LV),0.0,71.1%,2019,4
Steven Sims Jr. (BAL),0.0,0.0%,2019,4
Darrius Shepherd (FA),0.0,0.0%,2019,4
Tom Kennedy (DET),0.0,0.0%,2019,4
Gunner Olszewski (NYG),0.0,0.0%,2019,4
Cody Latimer (FA),0.0,0.0%,2019,4
De'Anthony Thomas (FA),0.0,0.0%,2019,4
Donte Moncrief (FA),0.0,0.0%,2019,4
T.J. Jones (FA),0.0,0.0%,2019,4
Matthew Slater (FA),0.0,0.0%,2019,4
James Washington (FA),0.0,0.0%,2019,4
Cedrick Wilson Jr. (NO),0.0,0.7%,2019,4
Deon Cain (FA),0.0,0.0%,2019,4
Fred Brown (FA),0.0,0.0%,2019,4
Austin Carr (FA),0.0,0.0%,2019,4
Taywan Taylor (FA),0.0,0.0%,2019,4
JoJo Natson (FA),0.0,0.0%,2019,4
Justin Hardee Sr. (TEN),0.0,0.0%,2019,4
Isaiah McKenzie (FA),0.0,0.0%,2019,4
Ryan Switzer (FA),0.0,0.0%,2019,4
Jamal Agnew (FA),0.0,0.0%,2019,4
Malik Turner (FA),0.0,0.0%,2019,4
KhaDarel Hodge (ATL),0.0,0.1%,2019,4
J.J. Arcega-Whiteside (FA),0.0,0.0%,2019,4
Russell Gage (SF),0.0,0.0%,2019,4
Allen Lazard (NYJ),0.0,9.6%,2019,4
Ray-Ray McCloud III (ATL),0.0,19.3%,2019,4
DeAndre Carter (CHI),0.0,0.1%,2019,4
Breshad Perriman (FA),0.0,0.0%,2019,4
Devin Smith (FA),0.0,0.0%,2019,4
Justin Hardy (FA),0.0,0.0%,2019,4
Nelson Agholor (BAL),0.0,0.4%,2019,4
Mike Thomas (FA),0.0,0.0%,2019,4
Laquon Treadwell (IND),0.0,0.0%,2019,4
Tajae Sharpe (FA),0.0,0.0%,2019,4
Johnny Holton (FA),0.0,0.0%,2019,4
Chris Moore (WAS),0.0,0.0%,2019,4
Cody Core (FA),0.0,0.0%,2019,4
Alex Erickson (FA),0.0,0.0%,2019,4
Mecole Hardman Jr. (KC),-1.1,0.2%,2019,4
William Fuller V (FA),39.7,0.0%,2019,5
Michael Thomas (FA),30.2,0.7%,2019,5
Amari Cooper (BUF),28.6,79.7%,2019,5
DJ Chark Jr. (LAC),28.4,2.4%,2019,5
Adam Thielen (CAR),25.0,70.1%,2019,5
Chris Godwin (TB),24.5,36.7%,2019,5
Allen Robinson II (DET),21.7,0.1%,2019,5
Tyler Boyd (TEN),18.3,3.1%,2019,5
Cooper Kupp (LAR),17.7,96.0%,2019,5
Michael Gallup (FA),17.3,0.0%,2019,5
Julian Edelman (FA),17.0,12.1%,2019,5
Byron Pringle (FA),16.3,0.0%,2019,5
Courtland Sutton (DEN),15.2,90.3%,2019,5
Calvin Ridley (TEN),14.8,85.9%,2019,5
Steven Sims Jr. (BAL),12.6,0.0%,2019,5
Darius Slayton (NYG),12.2,7.5%,2019,5
JuJu Smith-Schuster (KC),11.5,3.8%,2019,5
DK Metcalf (SEA),10.4,96.7%,2019,5
Mohamed Sanu Sr. (FA),10.3,0.0%,2019,5
Tyler Lockett (SEA),10.3,46.2%,2019,5
Ted Ginn Jr. (FA),9.6,0.0%,2019,5
DJ Moore (CHI),9.1,94.8%,2019,5
Duke Williams (FA),8.9,0.0%,2019,5
DeAndre Hopkins (KC),8.8,81.1%,2019,5
Auden Tate (FA),8.6,0.0%,2019,5
Marquise Brown (KC),8.2,33.2%,2019,5
Dede Westbrook (FA),8.2,0.0%,2019,5
Vyncint Smith (FA),7.9,0.0%,2019,5
Jarvis Landry (FA),7.5,7.1%,2019,5
John Brown (FA),7.5,0.0%,2019,5
Mike Williams (PIT),7.4,13.6%,2019,5
Mecole Hardman Jr. (KC),7.3,0.2%,2019,5
Keke Coutee (FA),7.2,0.0%,2019,5
David Moore (CAR),7.0,1.4%,2019,5
Josh Gordon (FA),5.9,0.1%,2019,5
Larry Fitzgerald (FA),5.8,0.2%,2019,5
Brandin Cooks (DAL),5.6,25.4%,2019,5
Marquise Goodwin (FA),5.6,0.0%,2019,5
Randall Cobb (FA),5.3,0.0%,2019,5
James Washington (FA),5.2,0.0%,2019,5
Anthony Miller (BAL),5.2,0.0%,2019,5
Alshon Jeffery (FA),5.2,0.0%,2019,5
Isaiah McKenzie (FA),5.2,0.0%,2019,5
Willie Snead IV (FA),5.1,0.0%,2019,5
Terry McLaurin (WAS),5.1,94.2%,2019,5
Robert Woods (HOU),4.8,0.7%,2019,5
Sterling Shepard (TB),4.7,6.4%,2019,5
Demaryius Thomas (FA),4.7,0.1%,2019,5
Stefon Diggs (HOU),4.4,37.5%,2019,5
Curtis Samuel (BUF),4.4,10.4%,2019,5
Bisi Johnson (FA),4.3,0.0%,2019,5
Julio Jones (FA),4.2,0.3%,2019,5
Damion Willis (FA),3.8,0.0%,2019,5
T.Y. Hilton (FA),3.7,1.6%,2019,5
Pharoh Cooper (FA),3.3,0.0%,2019,5
Demarcus Robinson (LAR),3.1,26.0%,2019,5
Adam Humphries (FA),3.0,0.0%,2019,5
Odell Beckham Jr. (FA),3.0,2.6%,2019,5
Corey Davis (FA),2.8,0.0%,2019,5
Geronimo Allison (FA),2.8,0.0%,2019,5
Diontae Johnson (FA),2.7,51.5%,2019,5
Tavon Austin (FA),2.7,0.1%,2019,5
A.J. Brown (PHI),2.7,98.7%,2019,5
Chris Conley (SF),2.6,0.1%,2019,5
KeeSean Johnson (FA),2.5,0.0%,2019,5
Kendrick Bourne (NE),2.4,2.0%,2019,5
Trent Sherfield Sr. (MIN),2.3,0.1%,2019,5
Trevor Davis (FA),2.2,0.0%,2019,5
Cole Beasley (FA),2.1,0.0%,2019,5
Zach Pascal (ARI),2.0,0.0%,2019,5
Nelson Agholor (BAL),2.0,0.4%,2019,5
Scotty Miller (FA),1.8,0.1%,2019,5
Keenan Allen (CHI),1.8,84.6%,2019,5
Marquez Valdes-Scantling (NO),1.8,25.7%,2019,5
Jaron Brown (FA),1.6,0.0%,2019,5
Robbie Chosen (FA),1.6,0.0%,2019,5
Paul Richardson Jr. (FA),1.4,0.0%,2019,5
Travis Benjamin (FA),1.3,0.0%,2019,5
Golden Tate (FA),1.3,0.0%,2019,5
Hunter Renfrow (FA),1.2,0.0%,2019,5
Tajae Sharpe (FA),1.2,0.0%,2019,5
Josh Reynolds (JAC),1.2,4.4%,2019,5
Russell Gage (SF),1.2,0.0%,2019,5
Andy Isabella (FA),1.1,0.0%,2019,5
Bobo Wilson (FA),1.1,0.1%,2019,5
Keelan Doss (FA),1.1,0.0%,2019,5
Dante Pettis (NO),1.1,0.1%,2019,5
Jamison Crowder (WAS),1.0,0.1%,2019,5
Jake Kumerow (FA),0.9,0.0%,2019,5
Diontae Spencer (FA),0.9,0.0%,2019,5
Emmanuel Sanders (FA),0.9,0.0%,2019,5
Andre Roberts (FA),0.7,0.0%,2019,5
Alex Erickson (FA),0.7,0.0%,2019,5
Deon Cain (FA),0.7,0.0%,2019,5
Stanley Morgan Jr. (TEN),0.6,0.0%,2019,5
Jarius Wright (FA),0.6,0.0%,2019,5
Jakobi Meyers (LV),0.6,71.1%,2019,5
Justin Hardy (FA),0.5,0.0%,2019,5
Marqise Lee (FA),0.5,0.0%,2019,5
Kelvin Harmon (DAL),0.4,0.0%,2019,5
Johnny Holton (FA),0.4,0.0%,2019,5
Deebo Samuel Sr. (SF),0.3,94.2%,2019,5
Gunner Olszewski (NYG),0.0,0.0%,2019,5
Miles Boykin (FA),0.0,0.0%,2019,5
Ashton Dulin (IND),0.0,0.0%,2019,5
Darrius Shepherd (FA),0.0,0.0%,2019,5
Ventell Bryant (FA),0.0,0.0%,2019,5
Deonte Harty (BAL),0.0,0.1%,2019,5
Josh Bellamy (FA),0.0,0.0%,2019,5
Cody Latimer (FA),0.0,0.0%,2019,5
De'Anthony Thomas (FA),0.0,0.0%,2019,5
Sammy Watkins (FA),0.0,0.0%,2019,5
Mike Evans (TB),0.0,98.6%,2019,5
Matthew Slater (FA),0.0,0.0%,2019,5
Andre Patton (FA),0.0,0.0%,2019,5
Brandon Zylstra (FA),0.0,0.0%,2019,5
Marcell Ateman (FA),0.0,0.0%,2019,5
Tre'Quan Smith (FA),0.0,0.0%,2019,5
Fred Brown (FA),0.0,0.0%,2019,5
Antonio Callaway (FA),0.0,0.0%,2019,5
Mack Hollins (BUF),0.0,0.8%,2019,5
Zay Jones (ARI),0.0,1.8%,2019,5
Austin Carr (FA),0.0,0.0%,2019,5
JoJo Natson (FA),0.0,0.0%,2019,5
Keelan Cole Sr. (FA),0.0,0.0%,2019,5
Justin Hardee Sr. (TEN),0.0,0.0%,2019,5
Ryan Switzer (FA),0.0,0.0%,2019,5
KhaDarel Hodge (ATL),0.0,0.1%,2019,5
Malik Turner (FA),0.0,0.0%,2019,5
Cam Sims (FA),0.0,0.0%,2019,5
J.J. Arcega-Whiteside (FA),0.0,0.0%,2019,5
Damion Ratley (FA),0.0,0.0%,2019,5
Justin Watson (KC),0.0,0.7%,2019,5
